title,brand,model,storage_raw,ram_raw,condition,warranty,district,posted_date,price_raw
Apple iPhone 15 128GB,Apple,iPhone 15,128GB,6GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 237,500"
Apple iPhone XS Max 128GB,Apple,iPhone XS Max,128GB,3GB RAM,Used,No,Colombo,Today,"Rs. 364,200"
Oppo Oppo F19 256GB,Oppo,Oppo F19,256GB,12GB RAM,Like New,No,Gampaha,"Dec 24, 2025","Rs. 164,900"
Realme Realme GT Neo 2 32GB,Realme,Realme GT Neo 2,32GB,3GB RAM,Like New,No,Matara,"Nov 24, 2025","Rs. 68,800"
Vivo Vivo Y33s 64GB,Vivo,Vivo Y33s,64GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 42,700"
Vivo Vivo Y33s 128GB (Warranty),Vivo,Vivo Y33s,128GB,4GB RAM,Used,Yes,Trincomalee,3 days ago,"Rs. 79,900"
Motorola Moto E40 64GB (Warranty),Motorola,Moto E40,64GB,4GB RAM,Used,Yes,Gampaha,2 weeks ago,"Rs. 41,200"
Apple iPhone 11 128GB,Apple,iPhone 11,128GB,8GB RAM,New,No,Gampaha,"Dec 24, 2025","Rs. 464,700"
Nokia Nokia G10 64GB,Nokia,Nokia G10,64GB,6GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 13,300"
Apple iPhone 11 128GB (Warranty),Apple,iPhone 11,128GB,4GB RAM,New,Yes,Anuradhapura,"Nov 24, 2025","Rs. 384,400"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,4GB RAM,Used,No,Kurunegala,"Dec 24, 2025","Rs. 201,100"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Batticaloa,3 weeks ago,"Rs. 29,000"
Apple iPhone 12 256GB,Apple,iPhone 12,256GB,8GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 581,900"
Samsung Galaxy A53 64GB,Samsung,Galaxy A53,64GB,6GB RAM,Used,No,Kilinochchi,2 weeks ago,"Rs. 110,200"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,4GB RAM,Used,No,Ratnapura,"Aug 26, 2025","Rs. 159,500"
Other Tecno Spark 8 32GB (Warranty),Other,Tecno Spark 8,32GB,2GB RAM,Like New,Yes,Kalutara,3 weeks ago,"Rs. 14,500"
Oppo Oppo A16 256GB (Warranty),Oppo,Oppo A16,256GB,16GB RAM,Used,Yes,Kalutara,"Feb 22, 2025","Rs. 96,700"
Apple iPhone 13 256GB,Apple,iPhone 13,256GB,12GB RAM,New,No,Jaffna,6 days ago,"Rs. 754,600"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 275,700"
Xiaomi Redmi Note 11 128GB,Xiaomi,Redmi Note 11,128GB,4GB RAM,Used,No,Kegalle,"Dec 24, 2025","Rs. 23,500"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,8GB RAM,Used,No,Gampaha,1 week ago,"Rs. 24,800"
Apple iPhone SE 128GB,Apple,iPhone SE,128GB,4GB RAM,Like New,No,Colombo,2 weeks ago,"Rs. 249,400"
Samsung Galaxy M12 128GB (Warranty),Samsung,Galaxy M12,128GB,4GB RAM,Like New,Yes,Matale,2 days ago,"Rs. 106,600"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,4GB RAM,Used,No,Galle,"Dec 24, 2025","Rs. 68,400"
Apple iPhone SE 64GB,Apple,iPhone SE,64GB,4GB RAM,Like New,No,Colombo,"Aug 26, 2025","Rs. 309,000"
Samsung Galaxy A52 64GB,Samsung,Galaxy A52,64GB,3GB RAM,Used,No,Kandy,"Feb 22, 2025","Rs. 89,500"
Samsung Galaxy A32 512GB,Samsung,Galaxy A32,512GB,8GB RAM,Used,No,Colombo,5 days ago,"Rs. 126,600"
Samsung Galaxy A23 256GB,Samsung,Galaxy A23,256GB,6GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 60,200"
Sony Sony Xperia 1 III 256GB,Sony,Sony Xperia 1 III,256GB,6GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 127,800"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,6GB RAM,Like New,No,Unknown,Yesterday,"Rs. 186,800"
Redmi Redmi 9C 128GB,Redmi,Redmi 9C,128GB,4GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 82,200"
Oppo Oppo A92 64GB (Warranty),Oppo,Oppo A92,64GB,6GB RAM,Like New,Yes,Colombo,"Jan 23, 2026","Rs. 118,500"
Motorola Moto G60 64GB,Motorola,Moto G60,64GB,4GB RAM,Used,No,Kurunegala,2 weeks ago,"Rs. 42,200"
Realme Realme 8 64GB (Warranty),Realme,Realme 8,64GB,4GB RAM,Used,Yes,Kegalle,1 week ago,"Rs. 46,100"
Samsung Galaxy A72 256GB (Warranty),Samsung,Galaxy A72,256GB,8GB RAM,Used,Yes,Puttalam,"Jan 23, 2026","Rs. 198,300"
Realme Realme 9 128GB,Realme,Realme 9,128GB,3GB RAM,Used,No,Galle,"Dec 24, 2025","Rs. 28,100"
Samsung Galaxy A72 256GB (Warranty),Samsung,Galaxy A72,256GB,8GB RAM,Used,Yes,Gampaha,6 days ago,"Rs. 96,000"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,4GB RAM,Used,No,Trincomalee,"Aug 26, 2025","Rs. 56,800"
Vivo Vivo Y33s 64GB,Vivo,Vivo Y33s,64GB,6GB RAM,Like New,No,Colombo,3 weeks ago,"Rs. 79,700"
Samsung Galaxy A53 64GB,Samsung,Galaxy A53,64GB,6GB RAM,Like New,No,Badulla,3 weeks ago,"Rs. 114,200"
Huawei Huawei Y7a 256GB,Huawei,Huawei Y7a,256GB,8GB RAM,Used,No,Colombo,2 days ago,"Rs. 91,500"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,8GB RAM,New,No,Gampaha,"Jan 23, 2026","Rs. 242,600"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,8GB RAM,Used,No,Gampaha,3 days ago,"Rs. 133,900"
Apple iPhone 12 128GB (Warranty),Apple,iPhone 12,128GB,4GB RAM,Used,Yes,Kegalle,"Dec 24, 2025","Rs. 127,200"
Motorola Moto G30 32GB,Motorola,Moto G30,32GB,2GB RAM,Used,No,Kandy,5 days ago,"Rs. 38,700"
Xiaomi Poco X3 64GB,Xiaomi,Poco X3,64GB,4GB RAM,Used,No,Batticaloa,"Nov 24, 2025","Rs. 36,900"
Redmi Redmi 10 32GB,Redmi,Redmi 10,32GB,3GB RAM,New,No,Kandy,Yesterday,"Rs. 101,100"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,6GB RAM,Used,No,Kandy,"Nov 24, 2025","Rs. 412,300"
Huawei Huawei P30 Pro 64GB,Huawei,Huawei P30 Pro,64GB,3GB RAM,Like New,No,Jaffna,2 weeks ago,"Rs. 136,400"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,6GB RAM,Used,No,Kandy,"Jan 23, 2026","Rs. 251,200"
Redmi Redmi Note 9 64GB,Redmi,Redmi Note 9,64GB,3GB RAM,Like New,No,Colombo,2 weeks ago,"Rs. 35,200"
Vivo Vivo Y21s 64GB,Vivo,Vivo Y21s,64GB,6GB RAM,New,No,Kurunegala,"Dec 24, 2025","Rs. 34,600"
Vivo Vivo Y20 64GB,Vivo,Vivo Y20,64GB,4GB RAM,Used,No,Jaffna,"Aug 26, 2025","Rs. 21,600"
Samsung Galaxy A72 128GB,Samsung,Galaxy A72,128GB,3GB RAM,Like New,No,Kurunegala,"Nov 24, 2025","Rs. 304,200"
Other Itel A49 8GB,Other,Itel A49,8GB,2GB RAM,Like New,No,Ratnapura,"Jan 23, 2026","Rs. 16,000"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,6GB RAM,New,No,Gampaha,3 weeks ago,"Rs. 260,400"
Apple iPhone 11 128GB (Warranty),Apple,iPhone 11,128GB,6GB RAM,Like New,Yes,Jaffna,1 week ago,"Rs. 331,900"
Apple iPhone 13 256GB,Apple,iPhone 13,256GB,6GB RAM,Like New,No,Trincomalee,3 weeks ago,"Rs. 501,700"
Xiaomi Mi 11 Lite 128GB,Xiaomi,Mi 11 Lite,128GB,3GB RAM,New,No,Colombo,"Nov 24, 2025","Rs. 158,300"
Xiaomi Redmi Note 10 64GB (Warranty),Xiaomi,Redmi Note 10,64GB,3GB RAM,Used,Yes,Gampaha,"Jan 23, 2026","Rs. 59,700"
Realme Realme C30 64GB,Realme,Realme C30,64GB,3GB RAM,Used,No,Badulla,"Dec 24, 2025","Rs. 16,100"
Huawei Huawei Nova 5T 128GB,Huawei,Huawei Nova 5T,128GB,4GB RAM,Used,No,Galle,"Feb 22, 2025","Rs. 144,400"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,6GB RAM,Used,No,Vavuniya,3 days ago,"Rs. 251,600"
Apple iPhone 14 256GB,Apple,iPhone 14,256GB,6GB RAM,New,No,Gampaha,Today,"Rs. 419,800"
Vivo Vivo Y21s 128GB (Warranty),Vivo,Vivo Y21s,128GB,6GB RAM,Used,Yes,Batticaloa,"Dec 24, 2025","Rs. 77,400"
Apple iPhone 13 256GB (Warranty),Apple,iPhone 13,256GB,6GB RAM,Used,Yes,Kalutara,5 days ago,"Rs. 148,500"
Oneplus OnePlus 9R 512GB,Oneplus,OnePlus 9R,512GB,12GB RAM,New,No,Colombo,3 weeks ago,"Rs. 210,100"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,4GB RAM,Used,Yes,Puttalam,Yesterday,"Rs. 41,400"
Samsung Galaxy A23 64GB (Warranty),Samsung,Galaxy A23,64GB,8GB RAM,Used,Yes,Gampaha,Today,"Rs. 84,300"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,6GB RAM,Used,No,Galle,2 days ago,"Rs. 141,200"
Huawei Huawei P40 Lite 32GB,Huawei,Huawei P40 Lite,32GB,3GB RAM,Like New,No,Colombo,"Feb 22, 2025","Rs. 142,800"
Huawei Huawei Mate 30 128GB,Huawei,Huawei Mate 30,128GB,3GB RAM,Like New,No,Ratnapura,1 week ago,"Rs. 79,200"
Apple iPhone 11 512GB,Apple,iPhone 11,512GB,6GB RAM,Used,No,Ampara,3 days ago,"Rs. 315,400"
Apple iPhone 12 128GB (Warranty),Apple,iPhone 12,128GB,3GB RAM,Like New,Yes,Colombo,"Aug 26, 2025","Rs. 183,600"
Oppo Oppo A54 32GB,Oppo,Oppo A54,32GB,2GB RAM,Like New,No,Mullaitivu,"Nov 24, 2025","Rs. 104,700"
Motorola Moto G62 128GB,Motorola,Moto G62,128GB,4GB RAM,Used,No,Matara,3 weeks ago,"Rs. 32,400"
Redmi Redmi 10 64GB,Redmi,Redmi 10,64GB,3GB RAM,Used,No,Galle,3 weeks ago,"Rs. 56,400"
Samsung Galaxy A72 64GB (Warranty),Samsung,Galaxy A72,64GB,3GB RAM,Used,Yes,Hambantota,6 days ago,"Rs. 262,100"
Sony Sony Xperia 5 III 128GB,Sony,Sony Xperia 5 III,128GB,4GB RAM,Like New,No,Gampaha,Yesterday,"Rs. 57,400"
Apple iPhone 14 256GB,Apple,iPhone 14,256GB,6GB RAM,Used,No,Kalutara,"Feb 22, 2025","Rs. 175,100"
Samsung Galaxy A72 64GB (Warranty),Samsung,Galaxy A72,64GB,6GB RAM,Used,Yes,Kurunegala,2 weeks ago,"Rs. 238,200"
Apple iPhone 12 Pro 128GB,Apple,iPhone 12 Pro,128GB,4GB RAM,Like New,No,Colombo,"Dec 24, 2025","Rs. 170,200"
Huawei Huawei P30 256GB,Huawei,Huawei P30,256GB,12GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 32,200"
Oppo Oppo F19 128GB,Oppo,Oppo F19,128GB,6GB RAM,Used,No,Gampaha,2 days ago,"Rs. 124,600"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,12GB RAM,Used,No,Kalutara,"Feb 22, 2025","Rs. 100,300"
Xiaomi Poco M4 Pro 64GB,Xiaomi,Poco M4 Pro,64GB,4GB RAM,Like New,No,Trincomalee,3 weeks ago,"Rs. 89,000"
Samsung Galaxy A72 32GB,Samsung,Galaxy A72,32GB,4GB RAM,Used,No,Ampara,2 weeks ago,"Rs. 124,400"
Samsung Galaxy A53 256GB,Samsung,Galaxy A53,256GB,12GB RAM,Used,No,Kandy,"Dec 24, 2025","Rs. 45,200"
Apple iPhone 12 64GB (Warranty),Apple,iPhone 12,64GB,8GB RAM,Used,Yes,Gampaha,1 week ago,"Rs. 190,000"
Samsung Galaxy M12 128GB,Samsung,Galaxy M12,128GB,6GB RAM,Like New,No,Matara,"Aug 26, 2025","Rs. 248,700"
Samsung Galaxy S22 64GB (Warranty),Samsung,Galaxy S22,64GB,3GB RAM,Used,Yes,Gampaha,4 days ago,"Rs. 142,900"
Oppo Oppo A92 128GB (Warranty),Oppo,Oppo A92,128GB,6GB RAM,Like New,Yes,Badulla,"Feb 22, 2025","Rs. 100,400"
Nokia Nokia G21 32GB,Nokia,Nokia G21,32GB,3GB RAM,New,No,Kandy,"Feb 22, 2025","Rs. 16,900"
Redmi Redmi Note 9 256GB (Warranty),Redmi,Redmi Note 9,256GB,12GB RAM,Used,Yes,Badulla,"Dec 24, 2025","Rs. 92,200"
Samsung Galaxy A12 64GB,Samsung,Galaxy A12,64GB,6GB RAM,New,No,Colombo,"Dec 24, 2025","Rs. 339,100"
Samsung Galaxy A23 512GB,Samsung,Galaxy A23,512GB,8GB RAM,Used,No,Matale,"Nov 24, 2025","Rs. 160,300"
Vivo Vivo Y75 64GB,Vivo,Vivo Y75,64GB,8GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 101,400"
Samsung Galaxy S23 256GB,Samsung,Galaxy S23,256GB,8GB RAM,Used,No,Kurunegala,2 weeks ago,"Rs. 120,900"
Oppo Oppo A54 128GB,Oppo,Oppo A54,128GB,6GB RAM,Used,No,Colombo,5 days ago,"Rs. 40,800"
Apple iPhone 11 512GB (Warranty),Apple,iPhone 11,512GB,12GB RAM,Used,Yes,Galle,2 weeks ago,"Rs. 323,400"
Oneplus OnePlus Nord CE 256GB,Oneplus,OnePlus Nord CE,256GB,8GB RAM,Used,No,Galle,"Jan 23, 2026","Rs. 227,200"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,4GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 234,000"
Apple iPhone 12 Pro 256GB,Apple,iPhone 12 Pro,256GB,12GB RAM,Used,No,Gampaha,3 days ago,"Rs. 256,300"
Vivo Vivo Y33s 64GB,Vivo,Vivo Y33s,64GB,4GB RAM,Used,No,Unknown,"Aug 26, 2025","Rs. 71,000"
Apple iPhone 13 64GB,Apple,iPhone 13,64GB,6GB RAM,Like New,No,Colombo,"Nov 24, 2025","Rs. 201,400"
Xiaomi Redmi Note 11 128GB,Xiaomi,Redmi Note 11,128GB,6GB RAM,Like New,No,Colombo,4 days ago,"Rs. 155,400"
Xiaomi Poco M4 Pro 128GB (Warranty),Xiaomi,Poco M4 Pro,128GB,8GB RAM,Used,Yes,Trincomalee,"Feb 22, 2025","Rs. 34,100"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,8GB RAM,Used,No,Monaragala,"Nov 24, 2025","Rs. 61,700"
Realme Realme C30 64GB (Warranty),Realme,Realme C30,64GB,3GB RAM,Used,Yes,Jaffna,Yesterday,"Rs. 81,000"
Sony Sony Xperia 1 III 128GB,Sony,Sony Xperia 1 III,128GB,4GB RAM,Used,No,Nuwara Eliya,Today,"Rs. 57,600"
Xiaomi Redmi Note 10 512GB,Xiaomi,Redmi Note 10,512GB,16GB RAM,Used,No,Puttalam,"Feb 22, 2025","Rs. 139,800"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,4GB RAM,Used,No,Kurunegala,"Nov 24, 2025","Rs. 23,400"
Realme Realme GT Neo 2 64GB,Realme,Realme GT Neo 2,64GB,4GB RAM,Like New,No,Monaragala,Yesterday,"Rs. 42,600"
Samsung Galaxy S22 512GB (Warranty),Samsung,Galaxy S22,512GB,6GB RAM,Like New,Yes,Mullaitivu,2 weeks ago,"Rs. 257,400"
Vivo Vivo Y53s 32GB (Warranty),Vivo,Vivo Y53s,32GB,4GB RAM,Used,Yes,Polonnaruwa,"Aug 26, 2025","Rs. 57,400"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,8GB RAM,Used,No,Kurunegala,Yesterday,"Rs. 99,900"
Samsung Galaxy A23 256GB (Warranty),Samsung,Galaxy A23,256GB,16GB RAM,Used,Yes,Vavuniya,"Aug 26, 2025","Rs. 204,700"
Apple iPhone 14 Pro 256GB,Apple,iPhone 14 Pro,256GB,6GB RAM,New,No,Badulla,1 week ago,"Rs. 151,600"
Apple iPhone XR 64GB (Warranty),Apple,iPhone XR,64GB,6GB RAM,Used,Yes,Kalutara,2 days ago,"Rs. 143,100"
Samsung Galaxy S21 64GB (Warranty),Samsung,Galaxy S21,64GB,6GB RAM,Used,Yes,Badulla,Today,"Rs. 80,300"
Oppo Oppo A74 128GB,Oppo,Oppo A74,128GB,6GB RAM,Used,No,Kalutara,"Dec 24, 2025","Rs. 92,400"
Nokia Nokia 3.4 128GB,Nokia,Nokia 3.4,128GB,3GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 23,600"
Samsung Galaxy A13 128GB,Samsung,Galaxy A13,128GB,4GB RAM,Used,No,Hambantota,"Dec 24, 2025","Rs. 88,800"
Apple iPhone XR 128GB,Apple,iPhone XR,128GB,4GB RAM,Used,No,Badulla,2 days ago,"Rs. 303,900"
Apple iPhone 11 128GB,Apple,iPhone 11,128GB,4GB RAM,Used,No,Kalutara,"Feb 22, 2025","Rs. 138,700"
Samsung Galaxy A32 256GB,Samsung,Galaxy A32,256GB,6GB RAM,Used,No,Colombo,"Dec 24, 2025","Rs. 244,400"
Nokia Nokia 5.4 256GB,Nokia,Nokia 5.4,256GB,8GB RAM,Used,No,Anuradhapura,"Nov 24, 2025","Rs. 17,000"
Oppo Oppo A57 64GB,Oppo,Oppo A57,64GB,4GB RAM,Used,No,Colombo,3 weeks ago,"Rs. 22,300"
Motorola Moto G30 128GB,Motorola,Moto G30,128GB,4GB RAM,Used,No,Gampaha,1 week ago,"Rs. 24,700"
Vivo Vivo Y20 128GB,Vivo,Vivo Y20,128GB,4GB RAM,Used,No,Anuradhapura,1 week ago,"Rs. 54,900"
Samsung Galaxy A52 128GB (Warranty),Samsung,Galaxy A52,128GB,4GB RAM,Used,Yes,Badulla,2 weeks ago,"Rs. 275,000"
Apple iPhone 13 Pro 256GB,Apple,iPhone 13 Pro,256GB,8GB RAM,Used,No,Badulla,"Nov 24, 2025","Rs. 351,700"
Apple iPhone XR 512GB,Apple,iPhone XR,512GB,6GB RAM,Like New,No,Gampaha,"Feb 22, 2025","Rs. 530,000"
Sony Sony Xperia 10 128GB (Warranty),Sony,Sony Xperia 10,128GB,8GB RAM,Used,Yes,Gampaha,"Dec 24, 2025","Rs. 117,800"
Xiaomi Redmi Note 10 128GB (Warranty),Xiaomi,Redmi Note 10,128GB,3GB RAM,Like New,Yes,Kandy,"Dec 24, 2025","Rs. 70,100"
Nokia Nokia G10 128GB,Nokia,Nokia G10,128GB,4GB RAM,Used,No,Nuwara Eliya,1 week ago,"Rs. 51,300"
Samsung Galaxy A53 128GB,Samsung,Galaxy A53,128GB,4GB RAM,Used,No,Anuradhapura,2 days ago,"Rs. 255,100"
Samsung Galaxy S22 128GB (Warranty),Samsung,Galaxy S22,128GB,6GB RAM,Used,Yes,Galle,"Dec 24, 2025","Rs. 98,500"
Samsung Galaxy S21 64GB,Samsung,Galaxy S21,64GB,4GB RAM,New,No,Unknown,"Dec 24, 2025","Rs. 347,200"
Sony Sony Xperia 5 III 128GB,Sony,Sony Xperia 5 III,128GB,6GB RAM,Like New,No,Ratnapura,"Nov 24, 2025","Rs. 38,500"
Oppo Oppo A16 64GB (Warranty),Oppo,Oppo A16,64GB,6GB RAM,Like New,Yes,Kandy,"Feb 22, 2025","Rs. 101,700"
Xiaomi Poco X3 256GB,Xiaomi,Poco X3,256GB,6GB RAM,Used,No,Gampaha,2 weeks ago,"Rs. 112,200"
Apple iPhone 12 512GB,Apple,iPhone 12,512GB,8GB RAM,Used,No,Ampara,6 days ago,"Rs. 114,800"
Apple iPhone 13 Pro 128GB,Apple,iPhone 13 Pro,128GB,6GB RAM,Used,No,Colombo,"Aug 26, 2025","Rs. 146,500"
Redmi Redmi Note 9 128GB (Warranty),Redmi,Redmi Note 9,128GB,4GB RAM,Used,Yes,Colombo,2 weeks ago,"Rs. 30,300"
Nokia Nokia 3.4 64GB,Nokia,Nokia 3.4,64GB,6GB RAM,Used,No,Colombo,5 days ago,"Rs. 44,200"
Samsung Galaxy A23 128GB (Warranty),Samsung,Galaxy A23,128GB,6GB RAM,Used,Yes,Kurunegala,"Feb 22, 2025","Rs. 154,300"
Realme Realme Narzo 50 128GB,Realme,Realme Narzo 50,128GB,4GB RAM,New,No,Ratnapura,"Nov 24, 2025","Rs. 51,400"
Samsung Galaxy A53 256GB,Samsung,Galaxy A53,256GB,12GB RAM,Like New,No,Gampaha,"Nov 24, 2025","Rs. 222,700"
Realme Realme 9 256GB (Warranty),Realme,Realme 9,256GB,6GB RAM,Like New,Yes,Colombo,3 weeks ago,"Rs. 125,000"
Redmi Redmi 10 32GB (Warranty),Redmi,Redmi 10,32GB,2GB RAM,Like New,Yes,Gampaha,Today,"Rs. 88,700"
Xiaomi Redmi Note 11 64GB,Xiaomi,Redmi Note 11,64GB,4GB RAM,Used,No,Colombo,4 days ago,"Rs. 63,500"
Nokia Nokia G21 64GB,Nokia,Nokia G21,64GB,6GB RAM,Used,No,Colombo,2 weeks ago,"Rs. 26,500"
Vivo Vivo Y53s 64GB,Vivo,Vivo Y53s,64GB,4GB RAM,Like New,No,Trincomalee,"Nov 24, 2025","Rs. 93,400"
Oppo Oppo F19 128GB (Warranty),Oppo,Oppo F19,128GB,3GB RAM,Used,Yes,Batticaloa,"Jan 23, 2026","Rs. 28,600"
Apple iPhone X 256GB (Warranty),Apple,iPhone X,256GB,6GB RAM,Used,Yes,Colombo,3 days ago,"Rs. 263,100"
Samsung Galaxy A32 256GB,Samsung,Galaxy A32,256GB,8GB RAM,Used,No,Colombo,"Jan 23, 2026","Rs. 70,700"
Samsung Galaxy A23 256GB (Warranty),Samsung,Galaxy A23,256GB,6GB RAM,Used,Yes,Galle,"Nov 24, 2025","Rs. 116,300"
Huawei Huawei P40 Lite 128GB,Huawei,Huawei P40 Lite,128GB,3GB RAM,Used,No,Gampaha,6 days ago,"Rs. 75,500"
Xiaomi Redmi 10C 128GB,Xiaomi,Redmi 10C,128GB,4GB RAM,Used,No,Gampaha,5 days ago,"Rs. 59,500"
Oppo Oppo A92 64GB (Warranty),Oppo,Oppo A92,64GB,3GB RAM,Used,Yes,Kurunegala,Today,"Rs. 58,200"
Redmi Redmi 12 128GB,Redmi,Redmi 12,128GB,6GB RAM,Like New,No,Ratnapura,"Dec 24, 2025","Rs. 117,100"
Sony Sony Xperia 10 128GB (Warranty),Sony,Sony Xperia 10,128GB,3GB RAM,Like New,Yes,Polonnaruwa,6 days ago,"Rs. 163,400"
Vivo Vivo Y33s 128GB,Vivo,Vivo Y33s,128GB,4GB RAM,Like New,No,Matale,3 weeks ago,"Rs. 115,800"
Xiaomi Redmi Note 12 128GB,Xiaomi,Redmi Note 12,128GB,3GB RAM,Used,No,Gampaha,"Dec 24, 2025","Rs. 31,800"
Vivo Vivo Y75 128GB,Vivo,Vivo Y75,128GB,6GB RAM,Like New,No,Colombo,6 days ago,"Rs. 75,100"
Vivo Vivo Y33s 128GB,Vivo,Vivo Y33s,128GB,6GB RAM,Used,No,Mannar,6 days ago,"Rs. 61,400"
Oneplus OnePlus 10 Pro 128GB,Oneplus,OnePlus 10 Pro,128GB,8GB RAM,Used,No,Hambantota,4 days ago,"Rs. 202,100"
Vivo Vivo Y33s 64GB (Warranty),Vivo,Vivo Y33s,64GB,6GB RAM,Used,Yes,Kegalle,Today,"Rs. 25,000"
Samsung Galaxy A72 128GB (Warranty),Samsung,Galaxy A72,128GB,8GB RAM,Used,Yes,Colombo,5 days ago,"Rs. 64,500"
Samsung Galaxy M32 128GB,Samsung,Galaxy M32,128GB,3GB RAM,New,No,Mullaitivu,3 weeks ago,"Rs. 377,500"
Apple iPhone XS Max 256GB,Apple,iPhone XS Max,256GB,16GB RAM,Used,No,Colombo,"Feb 22, 2025","Rs. 358,100"
Apple iPhone X 128GB,Apple,iPhone X,128GB,4GB RAM,Like New,No,Gampaha,3 days ago,"Rs. 150,800"
Xiaomi Redmi Note 11 128GB,Xiaomi,Redmi Note 11,128GB,6GB RAM,Used,No,Badulla,4 days ago,"Rs. 47,600"
Samsung Galaxy S21 512GB,Samsung,Galaxy S21,512GB,6GB RAM,Used,No,Colombo,Yesterday,"Rs. 261,900"
Oneplus OnePlus 10 Pro 128GB (Warranty),Oneplus,OnePlus 10 Pro,128GB,8GB RAM,Like New,Yes,Jaffna,3 weeks ago,"Rs. 53,400"
Sony Sony Xperia 10 256GB,Sony,Sony Xperia 10,256GB,16GB RAM,Used,No,Trincomalee,2 days ago,"Rs. 47,500"
Samsung Galaxy S22 128GB (Warranty),Samsung,Galaxy S22,128GB,6GB RAM,Used,Yes,Ampara,"Jan 23, 2026","Rs. 274,500"
Motorola Moto G30 256GB,Motorola,Moto G30,256GB,8GB RAM,Used,No,Gampaha,"Aug 26, 2025","Rs. 17,800"
Motorola Moto G62 64GB,Motorola,Moto G62,64GB,4GB RAM,Used,No,Gampaha,Today,"Rs. 19,200"
Other Infinix Hot 12 16GB,Other,Infinix Hot 12,16GB,3GB RAM,New,No,Galle,Yesterday,"Rs. 32,600"
Apple iPhone 11 256GB,Apple,iPhone 11,256GB,12GB RAM,Used,No,Kalutara,"Dec 24, 2025","Rs. 426,000"
Redmi Redmi Note 9 64GB (Warranty),Redmi,Redmi Note 9,64GB,8GB RAM,Used,Yes,Jaffna,3 weeks ago,"Rs. 21,900"
Nokia Nokia G20 256GB (Warranty),Nokia,Nokia G20,256GB,12GB RAM,Used,Yes,Gampaha,2 weeks ago,"Rs. 44,600"
Realme Realme 8 64GB (Warranty),Realme,Realme 8,64GB,6GB RAM,Used,Yes,Colombo,"Feb 22, 2025","Rs. 55,700"
Apple iPhone 14 Pro 128GB,Apple,iPhone 14 Pro,128GB,3GB RAM,Used,No,Puttalam,2 weeks ago,"Rs. 271,800"
Motorola Moto G60 512GB (Warranty),Motorola,Moto G60,512GB,12GB RAM,Used,Yes,Colombo,1 week ago,"Rs. 67,100"
Realme Realme C25 64GB,Realme,Realme C25,64GB,4GB RAM,Used,No,Nuwara Eliya,2 days ago,"Rs. 13,400"
Samsung Galaxy S21 128GB,Samsung,Galaxy S21,128GB,3GB RAM,Used,No,Matara,Today,"Rs. 193,100"
Redmi Redmi 9A 128GB,Redmi,Redmi 9A,128GB,4GB RAM,Used,No,Unknown,"Feb 22, 2025","Rs. 48,600"
Apple iPhone XR 256GB (Warranty),Apple,iPhone XR,256GB,8GB RAM,Used,Yes,Kurunegala,2 weeks ago,"Rs. 410,900"
Redmi Redmi 12 128GB (Warranty),Redmi,Redmi 12,128GB,6GB RAM,Like New,Yes,Colombo,3 weeks ago,"Rs. 38,700"
Realme Realme Narzo 50 64GB,Realme,Realme Narzo 50,64GB,8GB RAM,Used,No,Colombo,Today,"Rs. 45,400"
